laptop_specs_id,laptop_specs_source,laptop_specs_brand,laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,gpu_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
1881,thegioididong,hp,laptop hp 15s fq5229tu i3 1215u/8gb/512gb/win11 (8u237pa),intel core i3 1215u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,13690000,35.85,24.2,1.79,2.0,1.0,1.0,0.0,0.0,intel core i3 1215u,1.20,4.40,2,4,0.90,3.30,4.0,4.0,15.00,10834,3295,2 x 32 kb,2 x 48 kb,2 x 1280 kb,10 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,36571,26166,34,13404,7289,120970,616,7102,3295,,,,,,,,,,,,,
1882,thegioididong,hp,laptop hp gaming victus 15 fa1139tx i5 12450h/16gb/512gb/4gb rtx2050/144hz/win11 (8y6w3pa),intel core i5 12450h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,52.5,3.0,,windows 11 home,,18990000,35.79,25.5,2.35,2.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1883,thegioididong,acer,laptop acer gaming aspire 7 a715 76g 5806 i5 12450h/16gb/512gb/4gb rtx3050/144hz/win11 (nh.qmfsv.002),intel core i5 12450h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,50.0,3.0,,windows 11 home,,18490000,36.23,23.74,1.99,3.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1884,thegioididong,lenovo,laptop lenovo v14 g4 i7 1355u/16gb/512gb/win11 (83a00012vn),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,300.0,38.0,,,windows 11 home,24.0,16990000,32.42,21.52,1.99,1.0,0.0,1.0,0.0,1.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1885,thegioididong,msi,laptop msi gaming cyborg 15 a13vek i7 13620h/16gb/512gb/6gb rtx4050/144hz/balo/win11 (1423vn),intel core i7 13620h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,53.5,3.0,,windows 11 home,24.0,24990000,35.94,25.03,2.29,2.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1886,thegioididong,dell,laptop dell vostro 3530 i5 1335u/16gb/512gb/120hz/officehs/win11 (80gg93),intel core i5 1335u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,41.0,3.0,,windows 11 home,,18490000,35.85,23.56,1.9,1.0,0.0,1.0,0.0,1.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1887,thegioididong,asus,laptop asus vivobook 15 oled a1505va i5 13500h/16gb/512gb/chuột/win11 (l1341w),intel core i5 13500h,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,600.0,50.0,3.0,,windows 11 home,24.0,17490000,35.68,22.76,1.99,2.0,1.0,1.0,0.0,0.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,,,,,,,,,,,,,
1888,thegioididong,asus,laptop asus vivobook 15 oled a1505va i5 13500h/16gb/512gb/120hz/win11 (ma467w),intel core i5 13500h,,16.0,ddr4,512.0,ssd,yes,15.6,2880x1620,120.0,600.0,50.0,3.0,,windows 11 home,24.0,18490000,35.68,22.76,1.99,2.0,1.0,1.0,0.0,0.0,intel core i5 13500h,3.50,4.70,4,8,,,8.0,8.0,45.00,22638,3528,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,76636,55417,77,29492,15942,272677,1338,15929,3528,,,,,,,,,,,,,
1889,thegioididong,hp,laptop hp 15 fd0015tu i7 1355u/16gb/512gb/win11 (a19c5pa),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,20990000,35.98,23.6,1.86,2.0,1.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1890,thegioididong,acer,laptop acer aspire lite al16 51p 596h i5 1235u/8gb/512gb/win11 (nx.kwzsv.002),intel core i5 1235u,,8.0,ddr5,512.0,ssd,yes,16.0,,60.0,300.0,58.0,3.0,,windows 11 home,,12690000,35.76,24.7,1.89,3.0,1.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1891,thegioididong,acer,laptop acer aspire 3 a315 59 5283 i5 1235u/8gb/512gb/win11 (nx.k6tsv.00b),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,40.0,3.0,,windows 11 home,,12990000,36.29,24.13,1.99,3.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1892,thegioididong,lenovo,laptop lenovo ideapad slim 5 15iru9 core 5 120u/16gb/512gb/win11 (83d0000evn),intel core 5 120u,,16.0,ddr5,512.0,ssd,yes,15.3,,60.0,300.0,57.0,,,windows 11 home,24.0,17990000,34.35,23.82,1.74,2.0,2.0,1.0,0.0,1.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16540,3754,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58136,39922,60,20728,11538,182368,1021,10037,3754,,,,,,,,,,,,,
1893,thegioididong,msi,laptop msi gaming katana 15 b13vfk i7 13620h/16gb/1tb/8gb rtx4060/144hz/balo/win11 (676vn),intel core i7 13620h,geforce rtx 4060,16.0,ddr5,1024.0,ssd,yes,15.6,1920x1080,144.0,,53.5,3.0,,windows 11 home,24.0,27490000,35.9,25.9,2.49,2.0,1.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1894,thegioididong,dell,laptop dell inspiron 15 3530 i5 1334u/16gb/512gb/120hz/officehs/win11 (n5i5340w1),intel core i5 1334u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,,windows 11 home,,18490000,35.85,23.56,1.9,1.0,0.0,1.0,0.0,0.0,intel core i5 1334u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,13409,3300,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50353,34859,38,16859,9423,152479,702,8687,3300,,,,,,,,,,,,,
1895,thegioididong,dell,laptop dell inspiron 15 3520 i5 1235u/8gb/512gb/120hz/officehs/win11 (i5u085w11blu),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,,windows 11 home,,15490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1896,thegioididong,asus,laptop asus tuf gaming f15 fx507vv i7 13620h/16gb/512gb/8gb rtx4060/15.6f/144hz/win11 (lp151w),intel core i7 13620h,geforce rtx 4060,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,90.0,4.0,,windows 11 home,24.0,28990000,35.4,25.1,2.49,2.0,2.0,1.0,0.0,0.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 4060,17659.0,pcie 4.0 x16,8192.0,1470.0,12_2,4.6,115.0,218.0,110.0,159.0,73.0,6827.0
1897,thegioididong,hp,laptop hp pavilion 15 eg2088tu i7 1260p/16gb/512gb/win11 (7c0r0pa),intel core i7 1260p,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,41.04,3.0,,windows 11 home,,21390000,36.02,23.4,1.79,2.0,0.0,1.0,0.0,0.0,intel core i7 1260p,2.10,4.70,4,8,1.50,3.40,8.0,8.0,28.00,17001,3288,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,63176,42938,64,20816,11399,185371,1109,10629,3288,,,,,,,,,,,,,
1898,thegioididong,asus,laptop asus vivobook 15 x1504va i5 1335u/8gb/512gb/win11 (nj025w),intel core i5 1335u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,42.0,3.0,,windows 11 home,24.0,13990000,35.97,23.25,1.79,2.0,0.0,1.0,0.0,0.0,intel core i5 1335u,1.30,4.60,2,4,0.90,3.40,8.0,8.0,15.00,14695,3411,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,52899,36210,51,18286,10308,163845,858,9161,3411,,,,,,,,,,,,,
1899,thegioididong,acer,laptop acer aspire lite 15 51m 5542 i5 1155g7/16gb/512gb/win11 (nx.ks5sv.001),intel core i5 1155g7,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,36.0,,,windows 11 home,,11190000,36.04,23.93,1.97,1.0,0.0,1.0,0.0,0.0,intel core i5 1155g7,2.50,4.50,4,8,,,,,28.00,10060,2898,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,35634,20773,39,12772,5634,109245,606,7463,2898,,,,,,,,,,,,,
1900,thegioididong,hp,laptop hp 240 g9 i5 1235u/16gb/512gb/win11 (9t2g2pt),intel core i5 1235u,,16.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.04,3.0,,windows 11 home,,16490000,32.4,22.59,1.99,2.0,0.0,1.0,0.0,1.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1901,thegioididong,apple,laptop apple macbook air 13 inch m2 16gb/256gb/10gpu (z15s),apple m2 8 core,,16.0,,256.0,ssd,yes,13.6,2560x1664,,500.0,,,,macos,12.0,29990000,30.41,21.5,1.13,0.0,2.0,0.0,0.0,0.0,apple m2 8 core,3.50,,4,4,2.80,,4.0,4.0,,15577,3903,,,,,,,,37014,37861,175,23871,9543,187193,1682,7372,3903,,,,,,,,,,,,,
1902,thegioididong,msi,laptop msi gaming thin 15 b12uc i5 12450h/16gb/512gb/4gb rtx3050/144hz/balo/win11 (2045vn),intel core i5 12450h,geforce rtx 3050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,52.4,3.0,,windows 11 home,24.0,16690000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1903,thegioididong,lenovo,laptop lenovo v14 core 5 120u/16gb/512gb/win11 (83hd0001vn),intel core 5 120u,,16.0,ddr5,512.0,ssd,yes,14.0,1920x1080,60.0,300.0,47.0,,,windows 11 home,,17490000,32.42,21.52,1.79,2.0,1.0,1.0,0.0,0.0,intel core 5 120u,1.40,5.00,2,4,0.90,3.80,8.0,8.0,15.00,16540,3754,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58136,39922,60,20728,11538,182368,1021,10037,3754,,,,,,,,,,,,,
1904,thegioididong,acer,laptop acer gaming nitro v anv15 51 55ca i5 13420h/16gb/512gb/6gb rtx4050/144hz/win11 (nh.qn8sv.004),intel core i5 13420h,geforce rtx 4050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,57.0,4.0,,windows 11 home,,24490000,36.23,23.99,2.69,3.0,1.0,1.0,0.0,0.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1905,thegioididong,dell,laptop dell vostro 15 3520 i5 1235u/8gb/512gb/120hz/officehs/win11 (5m2tt2),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,250.0,41.0,3.0,,windows 11 home,,15490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1906,thegioididong,dell,laptop dell inspiron 15 3530 i7 1355u/16gb/1tb/120hz/officehs/win11 (p16wd),intel core i7 1355u,,16.0,ddr4,1024.0,ssd,yes,15.6,1920x1080,120.0,,54.0,4.0,,windows 11 home,,22490000,35.85,23.56,1.9,1.0,0.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1907,thegioididong,asus,laptop asus tuf gaming f15 fx507zc4 i5 12500h/16gb/1tb/4gb rtx3050/144hz/win11 (hn229w),intel core i5 12500h,geforce rtx 3050,16.0,ddr4,1024.0,ssd,yes,15.6,1920x1080,144.0,,56.0,4.0,,windows 11 home,24.0,21490000,35.4,25.1,2.49,2.0,2.0,1.0,0.0,0.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1908,thegioididong,hp,laptop hp 15s fq5147tu i7 1255u/8gb/512gb/win11 (7c133pa),intel core i7 1255u,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,16990000,35.85,24.2,1.79,2.0,0.0,1.0,0.0,0.0,intel core i7 1255u,1.70,4.70,2,4,1.20,3.50,8.0,8.0,15.00,13569,3257,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50030,33467,42,17234,9468,149883,821,8358,3257,,,,,,,,,,,,,
1909,thegioididong,asus,laptop asus tuf gaming a15 fa506ncr r7 7435hs/16gb/512gb/4gb rtx3050/144hz/win11 (hn097w),amd ryzen 7 7435hs,geforce rtx 3050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,48.0,3.0,,windows 11 home,,19990000,35.9,25.6,2.45,3.0,1.0,1.0,0.0,0.0,amd ryzen 7 7435hs,3.10,4.50,8,16,,,,,45.00,23870,3216,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87107,49831,55,32327,19114,317498,1000,22229,3216,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1910,thegioididong,acer,laptop acer aspire lite 15 51m 55nb i5 1155g7/8gb/512gb/win11 (nx.krssv.001),intel core i5 1155g7,,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,220.0,36.0,,,windows 11 home,,11190000,36.04,23.93,1.97,1.0,0.0,1.0,0.0,0.0,intel core i5 1155g7,2.50,4.50,4,8,,,,,28.00,10060,2898,4 x 32 kb,4 x 48 kb,4 x 1280 kb,8 mb,,,,35634,20773,39,12772,5634,109245,606,7463,2898,,,,,,,,,,,,,
1911,thegioididong,msi,laptop msi gaming gf63 thin 12ve i5 12450h/8gb/512gb/6gb rtx4050/144hz/win11 (460vn),intel core i5 12450h,geforce rtx 4050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,52.4,3.0,,windows 11 home,,17990000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,0.0,intel core i5 12450h,2.00,4.40,4,8,1.50,3.30,4.0,4.0,45.00,16980,3378,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,56574,42166,47,21655,11402,205522,919,12626,3378,geforce rtx 4050,14433.0,pcie 4.0 x16,6144.0,1605.0,12_2,4.6,115.0,186.0,81.0,131.0,61.0,5943.0
1912,thegioididong,lenovo,laptop lenovo gaming loq 15iax9 i5 12450hx/24gb/512gb/4gb rtx2050/144hz/win11 (83gs00dbvn),intel core i5 12450hx,geforce rtx 2050,24.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,300.0,60.0,,,windows 11 home,24.0,20490000,35.99,25.87,2.39,3.0,1.0,1.0,0.0,1.0,intel core i5 12450hx,,4.40,4,8,,3.10,4.0,4.0,148.00,18688,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57744,43500,58,23296,12278,222492,1189,13983,3397,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1913,thegioididong,msi,laptop msi gaming thin 15 b13ucx i5 13420h/16gb/512gb/4gb rtx2050/144hz/balo/win11 (2080vn),intel core i5 13420h,geforce rtx 2050,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,52.4,3.0,,windows 11 home,,16790000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,1.0,intel core i5 13420h,2.10,4.60,4,8,1.50,3.40,4.0,4.0,45.00,18362,3444,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60230,44538,55,22904,12239,223190,1069,13755,3444,geforce rtx 2050,7690.0,pcie 3.0 x8,4096.0,1185.0,12_2,4.6,45.0,105.0,39.0,48.0,42.0,3482.0
1914,thegioididong,dell,laptop dell vostro 3520 i5 1235u/16gb/512gb/120hz/officehs/win11 (71030559),intel core i5 1235u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,120.0,,41.0,3.0,,windows 11 home,,16490000,35.85,23.56,1.9,2.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1915,thegioididong,acer,laptop acer gaming nitro 5 tiger an515 58 52sp i5 12500h/8gb/512gb/4gb rtx3050/144hz/win11 (nh.qfhsv.001),intel core i5 12500h,geforce rtx 3050,8.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,,57.5,4.0,,windows 11 home,,19490000,36.04,27.11,2.59,3.0,0.0,1.0,0.0,0.0,intel core i5 12500h,2.50,4.50,4,8,,3.30,8.0,8.0,45.00,21059,3462,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73135,53313,59,28526,15103,259369,1038,15320,3462,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1916,thegioididong,asus,laptop asus tuf gaming a15 fa506nc r5 7535hs/16gb/512gb/4gb rtx3050/144hz/win11 (hn017w),amd ryzen 5 7535hs,geforce rtx 3050,16.0,ddr5,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,48.0,3.0,,windows 11 home,24.0,18490000,35.9,25.6,2.45,3.0,1.0,1.0,0.0,0.0,amd ryzen 5 7535hs,3.30,4.60,6,12,,,,,35.00,18379,3171,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63884,36335,50,23108,14102,228551,870,15935,3171,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
1917,thegioididong,asus,laptop asus vivobook 15 x1504va i7 1355u/16gb/512gb/win11 (nj023w),intel core i7 1355u,,16.0,ddr4,512.0,ssd,yes,15.6,1920x1080,60.0,,42.0,3.0,,windows 11 home,24.0,18990000,35.97,23.25,1.79,2.0,0.0,1.0,0.0,0.0,intel core i7 1355u,1.70,5.00,2,4,1.20,3.70,8.0,8.0,15.00,14790,3498,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54234,36223,56,18038,10140,159548,933,8863,3498,,,,,,,,,,,,,
1918,thegioididong,hp,laptop hp 240 g9 i5 1235u/8gb/512gb/win11 (6l1y2pa),intel core i5 1235u,,8.0,ddr4,512.0,ssd,yes,14.0,1920x1080,60.0,250.0,41.0,3.0,,windows 11 home,,18590000,32.4,22.59,1.99,0.0,0.0,1.0,0.0,0.0,intel core i5 1235u,1.30,4.40,2,4,0.90,3.30,8.0,8.0,15.00,13370,3214,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50323,33881,37,17461,9638,150840,733,8353,3214,,,,,,,,,,,,,
1919,thegioididong,msi,laptop msi thin 15 b13uc i7 13620h/32gb/512gb/4gb rtx3050/144hz/balo/win11 (1411vn),intel core i7 13620h,geforce rtx 3050,32.0,ddr4,512.0,ssd,yes,15.6,1920x1080,144.0,250.0,52.4,3.0,,windows 11 home,,21490000,35.9,25.4,2.17,3.0,1.0,1.0,0.0,1.0,intel core i7 13620h,2.40,4.90,6,12,1.80,3.60,4.0,4.0,45.00,24801,3682,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,84263,62141,100,29769,16054,289551,1676,17963,3682,geforce rtx 3050,9454.0,pcie 4.0 x8,4096.0,712.0,12_2,4.6,75.0,118.0,55.0,73.0,45.0,3865.0
