laptop_specs_id,laptop_specs_source,laptop_specs_brand,cpu_specs_laptop_specs_laptop_specs_name,laptop_specs_cpu,laptop_specs_vga,laptop_specs_ram_amount,laptop_specs_ram_type,laptop_specs_storage_amount,laptop_specs_storage_type,laptop_specs_webcam_resolution,laptop_specs_screen_size,laptop_specs_screen_resolution,laptop_specs_screen_refresh_rate,laptop_specs_screen_brightness,laptop_specs_battery_capacity,laptop_specs_battery_cells,laptop_specs_weight,laptop_specs_default_os,laptop_specs_warranty,laptop_specs_price,laptop_specs_width,laptop_specs_depth,laptop_specs_height,laptop_specs_number_usb_a_ports,laptop_specs_number_usb_c_ports,laptop_specs_number_hdmi_ports,laptop_specs_number_ethernet_ports,laptop_specs_number_audio_jacks,cpu_specs_laptop_specs_laptop_specs_name,cpu_specs_performance_clockspeed,cpu_specs_performance_turbospeed,cpu_specs_performance_cores,cpu_specs_performance_threads,cpu_specs_efficient_clockspeed,cpu_specs_efficient_turbospeed,cpu_specs_efficient_cores,cpu_specs_efficient_threads,cpu_specs_tdp,cpu_specs_multithread_rating,cpu_specs_single_thread_rating,cpu_specs_l1_instruction_cache,cpu_specs_l1_data_cache,cpu_specs_l2_cache,cpu_specs_l3_cache,cpu_specs_eff_l1_instruction_cache,cpu_specs_eff_l1_data_cache,cpu_specs_eff_l2_cache,cpu_specs_integer_math,cpu_specs_floating_point_math,cpu_specs_find_prime_numbers,cpu_specs_random_string_sorting,cpu_specs_data_encryption,cpu_specs_data_compression,cpu_specs_physics,cpu_specs_extended_instructions,cpu_specs_single_thread,cpu_specs_laptop_specs_laptop_specs_name,gpu_specs_avg_g3d_mark,gpu_specs_bus_interface,gpu_specs_max_memory_size,gpu_specs_core_clock,gpu_specs_max_direct,gpu_specs_open_gl,gpu_specs_max_tdp,gpu_specs_test_directx_9,gpu_specs_test_directx_10,gpu_specs_test_directx_11,gpu_specs_test_directx_12,gpu_specs_test_gpu_compute
2425,thegioididong,asus,laptop asus vivobook s 15 s5507qa x1e 78 100/32gb/1tb/win11/officehs (ma090ws),qualcomm snapdragon x elite - x1e-78-100,,32,ddr5,1024,ssd,yes,15.6,2880x1620,120,,70,3,1.42,windows 11 home,,31990000,35.26,22.69,1.59,2,2,1,0,0,qualcomm snapdragon x elite - x1e-78-100,3.4,3.4,12,12,,,,,23,23229,3190,,,,,,,,65918,99543,296,32410,14906,242659,1551,15426,3190,,,,,,,,,,,,,
2426,thegioididong,asus,laptop asus rog strix g16 g614jv i7 13650hx/16gb/512gb/8gb rtx4060/240hz/win11 (n4156w),intel core i7 13650hx,geforce rtx 4060,16,ddr5,512,ssd,yes,16,2560x1600,240,500,90,4,2.5,windows 11 home,,35990000,35.4,26.4,3.04,2,2,1,0,0,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2427,thegioididong,lenovo,laptop lenovo gaming legion pro 7 16irx9h i9 14900hx/32gb/1tb/16gb rtx4090/240hz/win11 (83de001mvn),intel core i9 14900hx,geforce rtx 4090,32,ddr5,1024,ssd,yes,16,2560x1600,240,500,99.9,,2.62,windows 11 home,24,96990000,36.35,26.21,2.59,4,2,1,0,0,intel core i9 14900hx,2.2,5.8,8,16,1.6,4.1,16,16,55,45650,4300,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163612,116486,201,62740,34092,564409,2769,32655,4300,geforce rtx 4090,27668,pcie 4.0 x16,16384,1455,12_2,4.6,150,314,181,270,106,12653
2428,thegioididong,lenovo,laptop lenovo gaming loq 15arp9 r7 7435hs/24gb/512gb/8gb rtx4060/144hz/win11 (83jc003yvn),amd ryzen 7 7435hs,geforce rtx 4060,24,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.38,windows 11 home,,28990000,35.99,25.87,2.39,3,1,1,0,1,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2429,thegioididong,dell,laptop dell inspiron 15 3530 i7 1355u/16gb/512gb/120hz/officehs/win11 (n5i7240w1),intel core i7 1355u,,16,ddr4,512,ssd,yes,15.6,1920x1080,120,250,54,4,1.66,windows 11 home,,20890000,35.85,23.56,1.9,1,0,1,0,0,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
2430,thegioididong,hp,laptop hp envy x360 14 fa0097au r5 8640hs/16gb/512gb/touch/pen/office365/win11 (ay8u7pa),amd ryzen 5 8640hs,,16,ddr5,512,ssd,yes,14,2880x1800,60,400,59,3,1.39,windows 11 home,,27990000,31.33,21.89,1.69,2,2,1,0,1,amd ryzen 5 8640hs,3.5,4.9,6,12,,,,,28,20336,3675,6 x 32 kb,6 x 32 kb,6 x 1024 kb,16 mb,,,,68882,40380,71,26884,14064,234178,985,16639,3675,,,,,,,,,,,,,
2433,thegioididong,lenovo,laptop lenovo ideapad flex 5 14abr8 r7 7730u/16gb/512gb/touch/win11 (82xx00dlvn),amd ryzen 7 7730u,,16,ddr4,512,ssd,yes,14,,60,300,52.5,,1.55,windows 11 home,,18990000,31.31,22.49,1.78,2,1,1,0,1,amd ryzen 7 7730u,2,4.5,8,16,,,,,15,18610,3064,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,74843,39275,47,24239,14864,230713,793,14907,3064,,,,,,,,,,,,,
2434,thegioididong,lenovo,laptop lenovo loq 15iax9e i5 12450hx/16gb/512gb/4gb rtx2050/144hz/win11 (83lk000bvn),intel core i5 12450hx,geforce rtx 2050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,300,57,,1.77,windows 11 home,,19990000,35.93,23.6,2.29,2,1,1,0,1,intel core i5 12450hx,,4.4,4,8,,3.1,4,4,148,18668,3397,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,57737,43531,58,23245,12258,222404,1183,13985,3397,geforce rtx 2050,7671,pcie 3.0 x8,4096,1185,12_2,4.6,45,105,39,48,41,3467
2435,thegioididong,lenovo,laptop lenovo loq 15irx9 i7 13650hx/24gb/512gb/6gb rtx4050/144hz/win11 (83dv00ugvn),intel core i7 13650hx,geforce rtx 4050,24,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,,2.38,windows 11 home,,32990000,35.99,25.87,2.39,3,1,1,0,1,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2436,thegioididong,lenovo,laptop lenovo thinkbook 14 g6 i7 1355u/16gb/512gb/win11 (21kg00bqvn),intel core i7 1355u,,16,ddr5,512,ssd,yes,14,,60,300,45,,1.38,windows 11 home,,22990000,31.35,22.4,1.69,2,2,1,0,1,intel core i7 1355u,1.7,5,2,4,1.2,3.7,8,8,15,14828,3504,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,54333,36303,56,18079,10171,160029,935,8891,3504,,,,,,,,,,,,,
2437,thegioididong,lenovo,laptop lenovo thinkbook 16 g6 i5 13420h/16gb/512gb/win11 (21kh00q0vn),intel core i5 13420h,,16,ddr5,512,ssd,yes,16,,60,300,71,,1.7,windows 11 home,,20590000,35.6,25.35,1.75,2,2,1,0,1,intel core i5 13420h,2.1,4.6,4,8,1.5,3.4,4,4,45,18351,3454,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,4 x 64 kb,4 x 32 kb,1 x 2048 kb,60332,44607,54,22863,12242,223438,1061,13756,3454,,,,,,,,,,,,,
2438,laptopaz,lenovo,"[new 100%] lenovo legion 5 r7000 2024 15ahp9 (ryzen 7-8745h, 16gb, 512gb, rtx 4060 8gb, 15.6 fhd 144hz)",amd ryzen 7 8745h,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,300,80,4,2.4,windows,12,24990000,,,,0,1,1,0,0,amd ryzen 7 8745h,,4.9,8,16,,,,,45,30244,3797,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100899,62786,94,42902,21763,368129,1480,27320,3797,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2439,laptopaz,lenovo,"[new 100%] lenovo legion 5 r7000 2024 15ahp9 (ryzen 7-8745h, 16gb, 512gb, rtx 4050 6gb, 15.6 fhd 144hz)",amd ryzen 7 8745h,geforce rtx 4050,16,ddr5,512,ssd,yes,15.6,1920x1080,144,300,80,4,2.4,windows,12,23990000,,,,0,1,1,0,0,amd ryzen 7 8745h,,4.9,8,16,,,,,45,30244,3797,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,100899,62786,94,42902,21763,368129,1480,27320,3797,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2440,laptopaz,acer,"[new 100%] acer predator helios neo 2024 hn16-72-7148 (core i7-14650hx, 16gb, 1tb, rtx 4060 8gb, 16 2k+ 165hz)",intel core i7 14650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,,2560x1600,165,500,90,4,2.6,windows,12,31890000,,,,0,1,1,0,1,intel core i7 14650hx,2.2,5.2,8,16,1.6,3.7,8,8,157,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2441,laptopaz,acer,"[new 100%] acer predator helios neo 2024 phn16-72-91rf (core i9-14900hx, 16gb, 1tb, rtx 4060 8gb, 16 2k+ 180hz)",intel core i9 14900hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1600,180,500,90,4,2.6,windows,12,33990000,,,,1,0,1,0,1,intel core i9 14900hx,2.2,5.8,8,16,1.6,4.1,16,16,55,45650,4300,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163612,116486,201,62740,34092,564409,2769,32655,4300,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2442,laptopaz,lenovo,"[new 100%] lenovo legion y7000p 2024 (core i7-14650hx, 16gb, 1tb, rtx 4060 8gb, 16 2k+ 165hz)",intel core i7 14650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1600,165,500,80,,2.3,windows,,31890000,,,,0,3,1,1,1,intel core i7 14650hx,2.2,5.2,8,16,1.6,3.7,8,8,157,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2443,laptopaz,lenovo,"[new 100%] lenovo legion y7000p 2024 (core i7-14650hx, 16gb, 1tb, rtx 4050 6gb, 16 2k+ 165hz)",intel core i7 14650hx,geforce rtx 4050,16,ddr5,1024,ssd,yes,16,2560x1600,165,350,80,,2.3,windows,,29990000,,,,0,3,1,1,1,intel core i7 14650hx,2.2,5.2,8,16,1.6,3.7,8,8,157,36550,3993,8 x 32 kb,8 x 48 kb,8 x 2048 kb,30 mb,8 x 64 kb,8 x 32 kb,2 x 4096 kb,129038,93326,166,45944,25499,438104,2408,26361,3993,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2444,laptopaz,hp,"[new 100%] hp envy x360 2in1 16-ac0013dx 2024 (core ultra 5 125u, 16gb, 512gb, iris xe graphics, 16 fhd+ touch)",intel core ultra 5 125u,,16,ddr5,512,ssd,yes,16,1920x1200,,,68,4,1.87,windows,12,16490000,,,,,,,,,intel core ultra 5 125u,1.3,4.3,2,4,0.8,3.6,10,10,15,17450,3322,4 x 32 kb,1 x 64 kb,1 x 2048 kb,12 mb,,,,57620,41863,63,21428,12402,197964,1113,11394,3322,,,,,,,,,,,,,
2445,laptopaz,hp,"[new 100%] hp envy x360 2in1 16-ac0013dx 2024 (core ultra 7 155u, 16gb, 512gb, iris xe graphics, 16 fhd+ touch)",intel core ultra 7 155u,,16,ddr5,512,ssd,yes,16,1920x1200,,,68,4,1.87,windows,,21890000,,,,,,,,,intel core ultra 7 155u,1.7,4.8,2,4,1.2,3.8,10,10,15,16781,3445,2 x 64 kb,2 x 48 kb,5 x 2048 kb,12 mb,10 x 64 kb,10 x 32 kb,,59322,41990,64,19837,11808,182864,1110,10307,3445,,,,,,,,,,,,,
2446,laptopaz,acer,"[new outlet] acer nitro 5 an515-58-56ch (core i5 - 12500h, 16gb, 512gb, rtx 4050 6gb, 15.6 fhd ips 144hz)",intel core i5 12500h,geforce rtx 4050,16,ddr5,512,ssd,no,15.6,1920x1080,144,,57,4,2.4,windows,12,19990000,,,,0,1,1,0,0,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 4050,14428,pcie 4.0 x16,6144,1605,12_2,4.6,115,186,81,131,61,5939
2447,laptopaz,hp,"[new 100%] hp envy x360 2-in-1 14-es1013dx 2024 (core 7 150u, 16gb, 512gb, iris xe graphics, 14 fhd touch)",intel core 5 120u,,16,ddr4,512,ssd,yes,14,1920x1080,,,43,3,1.52,windows,,17990000,,,,0,1,1,0,1,intel core 5 120u,1.4,5,2,4,0.9,3.8,8,8,15,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
2448,laptopaz,hp,"[new 100%] laptop gaming hp victus 15-fb2063dx (ryzen 5 - 7535hs, 8gb, 512gb, rx 6550m, 15.6 fhd 144hz)",amd ryzen 5 7535hs,radeon rx 6550m,8,ddr5,512,ssd,yes,15.6,1920x1080,144,,52,4,2.29,windows,12,14990000,,,,0,1,1,0,1,amd ryzen 5 7535hs,3.3,4.6,6,12,,,,,35,18408,3170,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,63980,36382,50,23123,14141,229245,870,15997,3170,radeon rx 6550m,9716,,,,,,,136,59,79,42,3343
2449,laptopaz,dell,"[new 100%] dell inspiron 16 5630 (core i5-1340p, 16gb, 512gb, intel iris xe graphic, 16 fhd+)",intel core i5 1340p,,16,ddr5,512,ssd,yes,16,1920x1200,,250,54,4,1.85,windows,12,15690000,,,,0,2,1,0,1,intel core i5 1340p,1.9,4.6,4,8,1.9,3.4,8,8,28,18765,3509,4 x 32 kb,4 x 48 kb,4 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69665,48184,59,23692,12870,215761,1083,12411,3509,,,,,,,,,,,,,
2450,laptopaz,lenovo,"[new 100%] lenovo legion y7000p 2024 (core i7-14700hx, 16gb, 1tb, rtx 4070 8gb, 16 2k+ 165hz)",intel core i7 14700hx,geforce rtx 4070,16,ddr5,1024,ssd,yes,16,2560x1600,165,350,80,4,2.3,windows,,34890000,,,,0,1,1,0,0,intel core i7 14700hx,2.1,5.5,8,16,1.5,3.9,12,12,55,37380,3997,8 x 32 kb,8 x 48 kb,8 x 2048 kb,33 mb,12 x 64 kb,12 x 32 kb,3 x 4096 kb,132887,94535,176,48473,26683,445064,2430,26185,3997,geforce rtx 4070,19567,pcie 4.0 x16,8192,1230,12_2,4.6,115,222,118,178,85,8362
2451,laptopaz,asus,"[new 100%] asus zenbook 14 oled q415ma 2024 (core ultra 5 125h, 8gb, 512gb, 14 fhd+ oled touch)",intel core ultra 5 125h,,8,ddr5,512,ssd,yes,14,1920x1200,60,500,75,4,1.28,windows,,14990000,,,,,,,,,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
2452,laptopaz,asus,"[new 100%] asus zenbook 14 oled q425ma 2024 (core ultra 7 155h, 16gb, 1tb, 14 fhd+ oled touch)",intel core ultra 7 155h,,16,ddr5,1024,ssd,yes,14,1920x1200,60,500,75,4,1.28,windows,,21490000,,,,,,,,,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
2453,laptopaz,gigabyte,"[new 100%] gigabyte g5 mf-e3vn313sh (core i5-12500h, 16gb, 512gb, rtx 4060 8gb, 15.6 fhd 144hz)",intel core i5 12500h,geforce rtx 4060,16,ddr4,512,ssd,no,15.6,1920x1080,144,,54,4,1.9,windows 11 home,24,25990000,,,,1,0,1,1,1,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2454,laptopaz,msi,"[new 100%] msi modern 14 2023 c7m 212vn (ryzen 5-7530u, 16gb, 512gb, radeon graphics, 14.0 fhd ips)",amd ryzen 5 7530u,,16,ddr4,512,ssd,yes,14,1920x1080,,,39,3,1.4,windows,24,12490000,,,,0,1,1,0,1,amd ryzen 5 7530u,2,4.5,6,12,,,,,15,15977,3112,6 x 32 kb,6 x 32 kb,6 x 512 kb,16 mb,,,,59633,31852,48,20023,12214,191138,683,12599,3112,,,,,,,,,,,,,
2455,laptopaz,dell,"[new 100%] dell inspiron 16 5630 (core i7-1360p, 16gb, 512gb, intel iris xe graphic, 16 fhd+)",intel core i7 1360p,,16,ddr5,512,ssd,yes,16,1920x1200,,250,54,4,1.85,windows,,21890000,,,,0,2,1,0,1,intel core i7 1360p,2.2,5,4,8,1.6,3.7,8,8,28,19051,3524,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,69754,47328,80,22839,12738,207665,1306,11780,3524,,,,,,,,,,,,,
2456,laptopaz,acer,"[like new] acer nitro 5 an515-45-r7wa (ryzen 7 - 5800h, 16gb, 512gb, rtx 3060 6gb, 15.6 fhd ips 144hz)",amd ryzen 7 5800h,geforce rtx 3060,16,ddr4,512,ssd,no,15.6,1920x1080,144,,57,4,2.3,windows 10 home,,17590000,,,,0,1,1,0,0,amd ryzen 7 5800h,3.2,4.4,8,16,,,,,45,21004,3043,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,82192,44968,49,28455,17209,273870,830,18361,3043,geforce rtx 3060,13354,pcie 4.0 x16,6144,900,12,4.6,115,146,92,111,59,5839
2457,laptopaz,asus,"[new 100%] asus tuf f15 fx507zc4-hn074w (core i5-12500h, 8gb, 512gb, rtx 3050 4gb, 15.6” fhd 144hz ips)",intel core i5 12500h,geforce rtx 3050,8,ddr4,512,ssd,yes,15.6,1920x1080,144,,56,4,2.2,windows,,19290000,,,,0,1,1,0,1,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
2458,laptopaz,lenovo,"[new 100%] lenovo thinkbook 16 g6+ 2024 (ryzen 7 8845h, 16gb, 1tb, amd radeon™ 780m, 16.0 2.5k ips 120hz)",amd ryzen 7 8845h,,16,ddr5,1024,ssd,yes,16,,120,,85,4,1.9,windows,,21490000,,,,0,1,1,0,1,amd ryzen 7 8845h,3.8,5.1,8,16,,,,,45,27972,3718,8 x 32 kb,8 x 32 kb,8 x 1024 kb,16 mb,,,,99007,59909,83,38272,20283,339474,1320,25076,3718,,,,,,,,,,,,,
2459,laptopaz,lenovo,"[new 100%] lenovo thinkbook 16 g6+ 2024 (intel ultra 7 155h, 16gb, 512gb, intel arc graphics, 16.0 2k+ ips 120hz)",intel core ultra 7 155h,,16,ddr5,512,ssd,yes,16,,120,,85,4,1.9,windows,12,23490000,,,,1,1,1,0,1,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
2460,laptopaz,hp,"[new 100%] hp envy x360 2-in-1 14-es1013dx 2024 (core 5 120u, 8gb, 512gb, 14 fhd touch)",intel core 5 120u,,8,ddr4,512,ssd,yes,14,1920x1080,,,43,3,1.52,windows,12,14990000,,,,0,1,1,0,1,intel core 5 120u,1.4,5,2,4,0.9,3.8,8,8,15,16587,3761,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,58212,40035,61,20789,11586,183090,1019,10085,3761,,,,,,,,,,,,,
2461,laptopaz,lenovo,"[new 100%] lenovo loq 2024 15arp9 (ryzen 7-7435hs, 16gb, 512gb, rtx 4060 8gb, 15.6 fhd 144hz)",amd ryzen 7 7435hs,geforce rtx 4060,16,ddr5,512,ssd,yes,15.6,1920x1080,144,300,60,4,2.4,windows,,23490000,,,,1,1,1,1,1,amd ryzen 7 7435hs,3.1,4.5,8,16,,,,,45,23962,3225,8 x 32 kb,8 x 32 kb,8 x 512 kb,16 mb,,,,87461,49983,56,32387,19230,318531,1010,22303,3225,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2462,laptopaz,lenovo,"[new 100%] lenovo legion y9000p 2024 (core i9-14900hx, 16gb, 1tb, rtx 4060 8gb, 16 2k+ 240hz)",intel core i9 14900hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,16,2560x1600,240,500,80,,2.53,windows,12,38990000,,,,0,3,1,1,1,intel core i9 14900hx,2.2,5.8,8,16,1.6,4.1,16,16,55,45650,4300,8 x 32 kb,8 x 48 kb,8 x 2048 kb,36 mb,16 x 64 kb,16 x 32 kb,4 x 4096 kb,163612,116486,201,62740,34092,564409,2769,32655,4300,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2463,laptopaz,dell,"[new 100%] dell inspiron 15 3515 (ryzen 5-3500u, 8gb, 256gb, amd radeon™ vega 8 graphics, 15.6 fhd ips)",amd ryzen 5 3500u,,8,ddr4,256,ssd,yes,15.6,1920x1080,,,42,3,1.69,windows,12,15790000,,,,0,0,1,0,0,amd ryzen 5 3500u,2.1,3.7,4,8,,,,,15,6939,1945,4 x 64 kb,4 x 32 kb,4 x 512 kb,4 mb,,,,25107,12634,15,11216,6122,95863,370,3599,1945,,,,,,,,,,,,,
2464,laptopaz,dell,"[new 100%] dell gaming g15 5530 2023 (core i7-13650hx, 16gb, 1tb, rtx 4060 8gb, 15.6 fhd 165hz)",intel core i7 13650hx,geforce rtx 4060,16,ddr5,1024,ssd,yes,15,1920x1080,165,300,86,3,2.65,windows,,29390000,,,,0,1,1,0,1,intel core i7 13650hx,2.6,4.9,6,12,1.9,3.6,8,8,55,31424,3815,6 x 32 kb,6 x 48 kb,6 x 1280 kb,24 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,105161,77290,103,41975,22302,396717,1754,23899,3815,geforce rtx 4060,17662,pcie 4.0 x16,8192,1470,12_2,4.6,115,218,110,159,73,6828
2465,laptopaz,dell,"[new 100%] dell inspiron 3520 (core i5-1235u, 8gb, 512gb, 15.6 fhd touch)",intel core i5 1235u,,8,ddr4,512,ssd,yes,15.6,1920x1080,,,41,3,1.65,windows,,12890000,,,,0,0,1,0,1,intel core i5 1235u,1.3,4.4,2,4,0.9,3.3,8,8,15,13388,3218,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,50412,33950,37,17469,9643,150997,735,8360,3218,,,,,,,,,,,,,
2466,laptopaz,lenovo,"[new 100%] lenovo thinkbook 16 g6+ 2024 (intel ultra 5 125h, 32gb, 512gb, intel arc graphics, 16.0 2.5k ips 120hz)",intel core ultra 5 125h,,16,ddr5,512,ssd,yes,16,,120,,85,4,1.9,windows,12,22390000,,,,1,1,1,0,1,intel core ultra 5 125h,3.3,4.5,4,8,2.3,3.6,10,10,28,22301,3501,4 x 64 kb,4 x 48 kb,7 x 2048 kb,18 mb,10 x 64 kb,10 x 32 kb,,72517,53887,90,29005,15271,253186,1541,14647,3501,,,,,,,,,,,,,
2467,laptopaz,asus,"[review] asus gaming vivobook k3605zc-rp564w (core i5-12500h, 16gb, 512gb, rtx 3050 4gb, 16 fhd+ 144hz)",intel core i5 12500h,geforce rtx 3050,16,ddr4,512,ssd,yes,16,1920x1200,144,300,70,3,1.8,windows,24,17990000,,,,,,,,,intel core i5 12500h,2.5,4.5,4,8,,3.3,8,8,45,21074,3464,4 x 32 kb,4 x 48 kb,4 x 1280 kb,18 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,73157,53328,59,28524,15110,259447,1040,15329,3464,geforce rtx 3050,9458,pcie 4.0 x8,4096,712,12_2,4.6,75,118,55,73,45,3865
2468,laptopaz,dell,"[new 100%] dell inspiron 14 5440 (core i5-1334u, 16gb, 512gb, 14 fhd+)",intel core i5 1334u,,16,ddr5,512,ssd,yes,14,1920x1200,,300,41,3,1.69,windows,,19490000,,,,,,,,,intel core i5 1334u,1.3,4.6,2,4,0.9,3.4,8,8,15,13218,3259,2 x 32 kb,2 x 48 kb,2 x 1280 kb,12 mb,8 x 64 kb,8 x 32 kb,2 x 2048 kb,49703,34654,38,16545,9268,149807,694,8572,3259,,,,,,,,,,,,,
2469,laptopaz,dell,"[new 100%] dell xps 13 9340 2024 (ultra 7 155h, 16gb, 512gb, intel arc graphics, 13.4 fhd+)",intel core ultra 7 155h,,16,ddr5,512,ssd,yes,13.4,1920x1200,120,,55,3,1.2,windows,12,32490000,,,,,,,,,intel core ultra 7 155h,3.8,4.9,6,12,0.9,3.8,10,10,28,25114,3523,6 x 64 kb,6 x 48 kb,9 x 2048 kb,24 mb,10 x 64 kb,10 x 32 kb,,88381,64685,114,31400,16655,279971,1775,16443,3523,,,,,,,,,,,,,
